"index"	"image_path"	"hint"	"question"	"answer"	"category"
"1704"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the thermal image viewpoint to the left of the RGB image viewpoint?"	"No"	"RGB-Thermal-Heatmap Alignment"
"1705"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the thermal image viewpoint slightly above the RGB image viewpoint?"	"No"	"RGB-Thermal-Heatmap Alignment"
"1706"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the thermal image showing a wider view than the RGB image viewpoint?"	"No"	"RGB-Thermal-Heatmap Alignment"
"1707"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are the walls showing a uneven temperature distribution with cool root-shape streaks areas in the thermal image?"	"Yes"	"Instance Thermal Attribute"
"1708"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the larger window showing lower temperature around its frame than its pane?"	"Yes"	"Instance Thermal Attribute"
"1709"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the ceiling showing a cold spot in its center?"	"No"	"Instance Thermal Attribute"
"1710"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the staircase railing showing a uniform temperature distribution on its surface in the thermal image?"	"Yes"	"Instance Thermal Attribute"
"1711"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the smaller window cooler than the larger one?"	"No"	"Relative Thermal Attribute"
"1712"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the ceiling warmer than the walls overall?"	"Yes"	"Relative Thermal Attribute"
"1713"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are the walls warmer than the ceiling light area?"	"No"	"Relative Thermal Attribute"
"1714"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the temperature of the window higher than the temperature of the reflective rectangular object?"	"No"	"Relative Thermal Attribute"
"1715"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the ceiling light the warmest area in this scene?"	"Yes"	"Warmest Areas Detection"
"1716"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are the walls the warmest area in this scene?"	"No"	"Warmest Areas Detection"
"1717"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the smaller window the warmest area in this scene?"	"No"	"Warmest Areas Detection"
"1718"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the staircase railing the warmest area in this scene?"	"No"	"Warmest Areas Detection"
"1719"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are the window panes the coldest area in this scene?"	"Yes"	"Coldest Areas Detection"
"1720"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the ceiling the coldest area in this scene?"	"No"	"Coldest Areas Detection"
"1721"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the ceiling corner the coldest area in this scene?"	"Yes"	"Coldest Areas Detection"
"1722"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the staircase railing the coldest area in this scene?"	"No"	"Coldest Areas Detection"
"1723"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Could the root-shape streaks on the wall indicate potential moisture or insulation issues?"	"Yes"	"Risk and Anomaly Detection"
"1724"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the ceiling light showing a sign of overheating risk in the thermal image?"	"No"	"Risk and Anomaly Detection"
"1725"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Could the temperature around the window frames indicate poor insulation or air infiltration?"	"Yes"	"Risk and Anomaly Detection"
"1726"	"['Data/Source 3/4/rgb.png', 'Data/Source 3/4/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are there signs of potential electrical issues in the thermal image?"	"No"	"Risk and Anomaly Detection"
"1727"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this image taken in an outdoor place?"	"No"	"Scene Understanding"
"1728"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Does this image depict a crowded shopping mall?"	"No"	"Scene Understanding"
"1729"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this a photo of an industrial warehouse?"	"No"	"Scene Understanding"
"1730"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Does this image show a residential interior?"	"Yes"	"Scene Understanding"
"1731"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there a staircase railing visible in the image?"	"Yes"	"Detailed Object Presence"
"1732"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there a chandelier hanging from the ceiling in this image?"	"No"	"Detailed Object Presence"
"1733"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Can we see a door frame or part of a doorway in the image?"	"Yes"	"Detailed Object Presence"
"1734"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are there visible recessed ceiling lights present in this scene?"	"Yes"	"Detailed Object Presence"
"1735"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are the walls painted cream?"	"Yes"	"Instance Attributes"
"1736"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the staircase railing white in color?"	"Yes"	"Instance Attributes"
"1737"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Does the ceiling have visible wooden beams?"	"No"	"Instance Attributes"
"1738"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Does the access panel have a patterned design?"	"No"	"Instance Attributes"
"1739"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the staircase railing positioned on the right side of the image?"	"Yes"	"Instance Location w.r.t. Image"
"1740"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the door frame visible in the lower left corner of the image?"	"No"	"Instance Location w.r.t. Image"
"1741"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are the ceiling lights located at the bottom of the image?"	"No"	"Instance Location w.r.t. Image"
"1742"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the access panel located at the top of the image?"	"Yes"	"Instance Location w.r.t. Image"
"1743"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the staircase railing closer to the left wall than the recessed ceiling lights?"	"Yes"	"Instance Spatial Relation"
"1744"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the access panel located behind the doorway in the image?"	"No"	"Instance Spatial Relation"
"1745"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are the ceiling lights located exactly above the staircase railing?"	"No"	"Instance Spatial Relation"
"1746"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are the ceiling lights located between the door frame and the access panel?"	"Yes"	"Instance Spatial Relation"
"1747"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are there exactly two recessed ceiling lights visible in the image?"	"Yes"	"Instance Counting"
"1748"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are there two separate access panels visible on the ceiling?"	"No"	"Instance Counting"
"1749"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there only one railing visible in the image?"	"Yes"	"Instance Counting"
"1750"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are there four walls visible in the scene?"	"No"	"Instance Counting"
"1751"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the door frame directly connected to the ceiling?"	"No"	"Instance Interaction"
"1752"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the railing adjacent to the right walls in the scene?"	"Yes"	"Instance Interaction"
"1753"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are the recessed lights on?"	"No"	"Instance Interaction"
"1754"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Does the access panel touching the staircase railing?"	"No"	"Instance Interaction"
"1755"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there any visible number on the image?"	"No"	"Numerical Text Reference Understanding"
"1756"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is the exact number 2 at the top of the image specifically referring to the floor number?"	"No"	"Numerical Text Reference Understanding"
"1757"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there a visible year written somewhere on the image?"	"No"	"Numerical Text Reference Understanding"
"1758"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there a numerical value showing the height of the ceiling?"	"No"	"Numerical Text Reference Understanding"
"1759"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there any visible non-numerical text on the image?"	"No"	"Non-Numerical Text Reference Understanding"
"1760"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is the exact text 'Exit' near the top of the image referring to an emergency exit?"	"No"	"Non-Numerical Text Reference Understanding"
"1761"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there any descriptive label near the access panel?"	"No"	"Non-Numerical Text Reference Understanding"
"1762"	"Data/Source 3/5/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there a visible warning sign on one of the walls?"	"No"	"Non-Numerical Text Reference Understanding"
"1763"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there any color to temperature scale bar on the image?"	"No"	"Temperature to Color Mapping Understanding"
"1764"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the following sequence of colors correctly represent temperature distribution from low to high: blue, purple, orange, yellow?"	"Yes"	"Temperature to Color Mapping Understanding"
"1765"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the following sequence of colors correctly represent temperature distribution from low to high: purple, blue, yellow, orange?"	"No"	"Temperature to Color Mapping Understanding"
"1766"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the following sequence of colors correctly represent temperature distribution from low to high: blue, purple, yellow, orange?"	"No"	"Temperature to Color Mapping Understanding"
"1767"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the thermal image viewpoint exactly matching the RGB image viewpoint?"	"No"	"RGB-Thermal-Heatmap Alignment"
"1768"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the thermal image viewpoint slightly below the RGB image viewpoint?"	"No"	"RGB-Thermal-Heatmap Alignment"
"1769"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the thermal image viewpoint cropped from the top-center of the RGB image viewpoint?"	"Yes"	"RGB-Thermal-Heatmap Alignment"
"1770"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the thermal image viewpoint wider than the RGB image viewpoint?"	"No"	"RGB-Thermal-Heatmap Alignment"
"1771"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the recessed light closer to the wall showing higher temperature than the other one in the thermal image?"	"Yes"	"Instance Thermal Attribute"
"1772"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are the walls showing equal temperature across their surface in the thermal image?"	"No"	"Instance Thermal Attribute"
"1773"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the staircase railing showing equal temperature across its surface in the thermal image?"	"Yes"	"Instance Thermal Attribute"
"1774"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the access panel showing slightly lower temperature at its edges in the thermal image?"	"Yes"	"Instance Thermal Attribute"
"1775"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the recessed light closer to the wall showing higher temperature than the ceiling surface?"	"Yes"	"Relative Thermal Attribute"
"1776"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the staircase railing showing higher temperature than the left wall?"	"Yes"	"Relative Thermal Attribute"
"1777"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the ceiling line with the left wall showing cooler temperature intensity than the walls?"	"Yes"	"Relative Thermal Attribute"
"1778"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the access panel showing higher temperature intensity than the adjacent ceiling surface?"	"No"	"Relative Thermal Attribute"
"1779"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the recessed light closer to the wall the warmest area in this scene?"	"Yes"	"Warmest Areas Detection"
"1780"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the recessed light closer to the access panel the warmest area in this scene?"	"No"	"Warmest Areas Detection"
"1781"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the staircase railing the warmest area in this scene?"	"No"	"Warmest Areas Detection"
"1782"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the access panel the warmest area in this scene?"	"No"	"Warmest Areas Detection"
"1783"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the staircase railing the coldest area in this scene?"	"No"	"Coldest Areas Detection"
"1784"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the ceiling line with the left wall the coldest area in this scene?"	"Yes"	"Coldest Areas Detection"
"1785"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are the walls the coldest area in this scene?"	"No"	"Coldest Areas Detection"
"1786"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the access panel the coldest area in this scene?"	"No"	"Coldest Areas Detection"
"1787"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the recessed light closer to the wall showing any sign of electrical issue?"	"Yes"	"Risk and Anomaly Detection"
"1788"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the ceiling line with the front wall showing signs of significant poor insulation or air-infiltration?"	"No"	"Risk and Anomaly Detection"
"1789"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the ceiling line with the left wall showing signs of significant poor insulation or air-infiltration?"	"Yes"	"Risk and Anomaly Detection"
"1790"	"['Data/Source 3/5/rgb.png', 'Data/Source 3/5/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the access panel showing signs of significant poor insulation based on the temperature distribution?"	"No"	"Risk and Anomaly Detection"
"1791"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this a bustling marketplace scene?"	"No"	"Scene Understanding"
"1792"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this image showing an empty indoor space with minimal decor?"	"Yes"	"Scene Understanding"
"1793"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Does the image show an outdoor garden with various plants?"	"No"	"Scene Understanding"
"1794"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this image of a furnished living room?"	"No"	"Scene Understanding"
"1795"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there a window visible in the scene?"	"Yes"	"Detailed Object Presence"
"1796"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there a chair present in the image?"	"No"	"Detailed Object Presence"
"1797"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there a radiator visible in the scene?"	"Yes"	"Detailed Object Presence"
"1798"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there a hanging ceiling light visible in the image?"	"Yes"	"Detailed Object Presence"
"1799"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the radiator white in color?"	"Yes"	"Instance Attributes"
"1800"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the floor covered with carpet?"	"No"	"Instance Attributes"
"1801"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the light bulb encased in a fixture?"	"No"	"Instance Attributes"
"1802"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are the walls painted blue?"	"No"	"Instance Attributes"
"1803"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the window located in the top center of the image?"	"No"	"Instance Location w.r.t. Image"
"1804"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the radiator located in the bottom of the image?"	"Yes"	"Instance Location w.r.t. Image"
"1805"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the light bulb visible at the top-right of the image?"	"Yes"	"Instance Location w.r.t. Image"
"1806"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the dormer area situated on the far left side of the image?"	"No"	"Instance Location w.r.t. Image"
"1807"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the radiator positioned directly below the window?"	"Yes"	"Instance Spatial Relation"
"1808"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the light bulb positioned to the right of the dormer area?"	"No"	"Instance Spatial Relation"
"1809"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the window positioned inside the dormer area?"	"Yes"	"Instance Spatial Relation"
"1810"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the radiator closer to the hanging ceiling light than the window?"	"No"	"Instance Spatial Relation"
"1811"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are there two windows visible in the image?"	"No"	"Instance Counting"
"1812"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there exactly one radiator visible in the image?"	"Yes"	"Instance Counting"
"1813"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are there two light bulbs in the room?"	"No"	"Instance Counting"
"1814"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Does the window have two glass panes?"	"Yes"	"Instance Counting"
"1815"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the radiator touching the window frame?"	"No"	"Instance Interaction"
